databaseId	name	imageUrl	cardBack	type	Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
ST2E-EN03116	"Yassim Zealous Protester"	https://www.trekcc.org/2e/cardimages/ST2E-EN03116.jpg	red_card_back	Personnel	"Yassim Zealous Protester"	"CA"	"ST2E-EN03116"	"R"	"Y"	"3R116"	"Personnel"	"3"	""	""	""	""	""	"Bajoran"	""	""	"Vedek."	""	"Bajoran"	"Anthropology 2 Honor Leadership Medical"	"8"	"8"	"5"	"5"	"3"	"3"	"When your [Baj] personnel present is about to be stopped by a dilemma, you may kill this personnel to prevent that."	"Y"
ST2E-EN03117a	"Yelsar"	https://www.trekcc.org/2e/cardimages/ST2E-EN03117a.jpg	red_card_back	Personnel	"Yelsar"	"CA"	"ST2E-EN03117a"	"C"	"N"	"3C117"	"Personnel"	"2"	""	""	""	""	""	"Bajoran"	"[Stf]"	""	""	""	"Bajoran"	"Acquisition Diplomacy Medical Navigation Transporters"	"4"	"4"	"5"	"5"	"6"	"6"	"You may play this personnel at your [HQ] {Mouth of the Wormhole}."	"Y"
ST2E-EN03118	"Acclimation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03118.jpg	red_card_back	Personnel	"Acclimation Drone"	"CA"	"ST2E-EN03118"	"C"	"N"	"3C118"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Anthropology Engineer Exobiology Medical"	"5"	"5"	"5"	"5"	"5"	"5"	"When you play this personnel, for each personnel you command but do not own, this personnel is cost -1."	"Y"
ST2E-EN03119	"Allocation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03119.jpg	red_card_back	Personnel	"Allocation Drone"	"CA"	"ST2E-EN03119"	"C"	"N"	"3C119"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Geology."	""	"Borg"	"Science"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03120	"Appraisal Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03120.jpg	red_card_back	Personnel	"Appraisal Drone"	"CA"	"ST2E-EN03120"	"C"	"N"	"3C120"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Archaeology."	""	"Borg"	"Science"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03121	"Archival Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03121.jpg	red_card_back	Personnel	"Archival Drone"	"CA"	"ST2E-EN03121"	"C"	"N"	"3C121"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Anthropology."	""	"Borg"	"Science"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03122	"Borg Queen Bringer of Order"	https://www.trekcc.org/2e/cardimages/ST2E-EN03122.jpg	red_card_back	Personnel	"Borg Queen Bringer of Order"	"CA"	"ST2E-EN03122"	"S"	"Y"	"3S122"	"Personnel"	"4"	""	""	""	""	""	"Borg"	"[Cmd]"	""	""	""	"Borg"	"3 Leadership Treachery"	"3"	"3"	"8"	"8"	"6"	"6"	"Order - Discard the top card of your deck to name a skill. Each of your Borg gains that skill. This effect lasts until the end of this turn. You may do this only once each turn."	"Y"
ST2E-EN03123	"Borg Queen Guardian of the Hive"	https://www.trekcc.org/2e/cardimages/ST2E-EN03123.jpg	red_card_back	Personnel	"Borg Queen Guardian of the Hive"	"CA"	"ST2E-EN03123"	"R"	"Y"	"3R123"	"Personnel"	"4"	""	""	""	""	""	"Borg"	"[Cmd]"	""	""	""	"Borg"	"3 Leadership Treachery"	"4"	"4"	"8"	"8"	"6"	"6"	"While this personnel is facing a dilemma, you may replace your Drone present with a Drone from your discard pile. Place the Drone you replaced in his or her owner's discard pile. You may do this only once each dilemma."	"N"
ST2E-EN03124	"Calibration Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03124.jpg	red_card_back	Personnel	"Calibration Drone"	"CA"	"ST2E-EN03124"	"S"	"N"	"3S124"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Archaeology Biology Geology"	"5"	"5"	"5"	"5"	"5"	"5"	"Order - Place this personnel in his owner's discard pile to count the number of cards in your hand, shuffle them, place them on the bottom of your deck, and draw an equal number of cards."	"Y"
ST2E-EN03125	"Cartography Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03125.jpg	red_card_back	Personnel	"Cartography Drone"	"CA"	"ST2E-EN03125"	"C"	"N"	"3C125"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Astrometrics."	""	"Borg"	"Engineer"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03126	"Computation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03126.jpg	red_card_back	Personnel	"Computation Drone"	"CA"	"ST2E-EN03126"	"C"	"N"	"3C126"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Navigation Programming"	"5"	"5"	"6"	"6"	"5"	"5"	"Each of your other Borg present is Cunning +1."	"Y"
ST2E-EN03127	"Continuity Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03127.jpg	red_card_back	Personnel	"Continuity Drone"	"CA"	"ST2E-EN03127"	"C"	"N"	"3C127"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Programming."	""	"Borg"	"Science"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03128	"Evaluation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03128.jpg	red_card_back	Personnel	"Evaluation Drone"	"CA"	"ST2E-EN03128"	"C"	"N"	"3C128"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Exobiology."	""	"Borg"	"Security"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03129	"Guidance Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03129.jpg	red_card_back	Personnel	"Guidance Drone"	"CA"	"ST2E-EN03129"	"C"	"N"	"3C129"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Navigation."	""	"Borg"	"Engineer"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03130	"Information Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03130.jpg	red_card_back	Personnel	"Information Drone"	"CA"	"ST2E-EN03130"	"C"	"N"	"3C130"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: a skill on your non-[Bor] personnel present."	""	"Borg"	"Exobiology Science Transporters"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03131	"Invasive Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03131.jpg	red_card_back	Personnel	"Invasive Drone"	"CA"	"ST2E-EN03131"	"C"	"N"	"3C131"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Programming Security Transporters"	"5"	"5"	"5"	"5"	"5"	"5"	"Order - Return this personnel to his owner's hand to place any number of your personnel at this mission aboard a ship at the same mission."	"Y"
ST2E-EN03132ab	"Locutus Voice of the Borg"	https://www.trekcc.org/2e/cardimages/ST2E-EN03132ab.jpg	red_card_back	Personnel	"Locutus Voice of the Borg"	"CA"	"ST2E-EN03132ab"	"R"	"Y"	"3R132"	"Personnel"	"4"	""	""	""	""	""	"Borg"	"[Cmd]"	""	"Commander: Locutus' Borg Cube."	""	"Borg"	"2 Diplomacy 2 Leadership Officer 2 Treachery"	"1"	"1"	"6"	"6"	"8"	"8"	"While this personnel is facing a dilemma, if he uses his Diplomacy, Leadership, Officer, or Treachery to meet its requirements, score 10 points."	"N"
ST2E-EN03133	"Negation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03133.jpg	red_card_back	Personnel	"Negation Drone"	"CA"	"ST2E-EN03133"	"U"	"N"	"3U133"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Anthropology Security"	"5"	"5"	"5"	"5"	"5"	"5"	"Order - Kill this personnel and your other Drone present to destroy an opponent's event."	"Y"
ST2E-EN03134	"Opposition Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03134.jpg	red_card_back	Personnel	"Opposition Drone"	"CA"	"ST2E-EN03134"	"C"	"N"	"3C134"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Biology Security"	"5"	"5"	"5"	"5"	"6"	"6"	"Each of your other Borg present is Strength +1."	"Y"
ST2E-EN03135	"Preservation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03135.jpg	red_card_back	Personnel	"Preservation Drone"	"CA"	"ST2E-EN03135"	"C"	"N"	"3C135"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Biology."	""	"Borg"	"Medical"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03136	"Reclamation Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03136.jpg	red_card_back	Personnel	"Reclamation Drone"	"CA"	"ST2E-EN03136"	"U"	"N"	"3U136"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Engineer Medical"	"5"	"5"	"5"	"5"	"5"	"5"	"When your Borg present is about to be killed by a dilemma, you may stop your other Drone present to place that Borg on top of his or her owner's deck instead."	"Y"
ST2E-EN03137	"Research Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03137.jpg	red_card_back	Personnel	"Research Drone"	"CA"	"ST2E-EN03137"	"C"	"N"	"3C137"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone. Interlink: Physics."	""	"Borg"	"Medical"	"5"	"5"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03138	"Seven of Nine Part of the Greater Whole"	https://www.trekcc.org/2e/cardimages/ST2E-EN03138.jpg	red_card_back	Personnel	"Seven of Nine Part of the Greater Whole"	"CA"	"ST2E-EN03138"	"R"	"Y"	"3R138"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Astrometrics Engineer Programming Science"	"5"	"5"	"7"	"7"	"6"	"6"	"Order - Place your Drone present on the bottom of his or her owner's deck to draw a number of cards equal to that Drone's cost."	"Y"
ST2E-EN03139	"Seven of Nine Representative of the Hive"	https://www.trekcc.org/2e/cardimages/ST2E-EN03139.jpg	red_card_back	Personnel	"Seven of Nine Representative of the Hive"	"CA"	"ST2E-EN03139"	"S"	"Y"	"3S139"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Engineer Exobiology Physics Programming Science"	"5"	"5"	"7"	"7"	"6"	"6"	"While this personnel is facing a dilemma, she is Strength +2 and gains Security."	"Y"
ST2E-EN03140	"Transwarp Drone"	https://www.trekcc.org/2e/cardimages/ST2E-EN03140.jpg	red_card_back	Personnel	"Transwarp Drone"	"CA"	"ST2E-EN03140"	"C"	"N"	"3C140"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Astrometrics Navigation Physics"	"5"	"5"	"5"	"5"	"5"	"5"	"Order - If this personnel is aboard a ship, return him to his owner's hand to make that ship Range +2 until the end of this turn."	"Y"
ST2E-EN03141a	"Damar Useful Adjutant"	https://www.trekcc.org/2e/cardimages/ST2E-EN03141a.jpg	red_card_back	Personnel	"Damar Useful Adjutant"	"CA"	"ST2E-EN03141a"	"R"	"Y"	"3R141"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	"[Cmd][TN]"	""	"Glinn."	""	"Cardassian"	"Engineer Officer Physics Security Treachery"	"3"	"3"	"5"	"5"	"6"	"6"	"When an opponent is about to draw dilemmas, if this personnel is attempting a mission, you may discard a card from hand to subtract one from the number he or she can draw. You may do this only once each turn."	"Y"
ST2E-EN03142	"Davin"	https://www.trekcc.org/2e/cardimages/ST2E-EN03142.jpg	red_card_back	Personnel	"Davin"	"CA"	"ST2E-EN03142"	"C"	"N"	"3C142"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Cmd][TN]"	""	""	""	"Cardassian"	"Astrometrics Law Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"When you play this personnel, discard the top card of an opponent's deck."	"Y"
ST2E-EN03143	"Dukat Liberator and Protector"	https://www.trekcc.org/2e/cardimages/ST2E-EN03143.jpg	red_card_back	Personnel	"Dukat Liberator and Protector"	"CA"	"ST2E-EN03143"	"R"	"Y"	"3R143"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	"[Cmd][TN]"	""	"Gul."	""	"Cardassian"	"Diplomacy Leadership Officer 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When this personnel uses a skill to complete a mission, each of your opponents discards the top three cards of his or her deck. You may do this only once each turn."	"Y"
ST2E-EN03144	"Elim Garak Plain, Simple Tailor"	https://www.trekcc.org/2e/cardimages/ST2E-EN03144.jpg	red_card_back	Personnel	"Elim Garak Plain, Simple Tailor"	"CA"	"ST2E-EN03144"	"U"	"Y"	"3U144"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Stf][DS9]"	""	""	""	"Cardassian"	"Diplomacy Intelligence Programming Treachery"	"3"	"3"	"6"	"6"	"6"	"6"	"When this personnel is about to be killed by a dilemma, you may discard a personnel from hand to take this personnel into your hand instead."	"Y"
ST2E-EN03145	"Magren"	https://www.trekcc.org/2e/cardimages/ST2E-EN03145.jpg	red_card_back	Personnel	"Magren"	"CA"	"ST2E-EN03145"	"C"	"N"	"3C145"	"Personnel"	"1"	""	""	""	""	""	"Cardassian"	"[TN]"	""	""	""	"Cardassian"	"Biology Medical Physics"	"5"	"5"	"6"	"6"	"5"	"5"	""	"Y"
ST2E-EN03146	"Mavek Science Officer"	https://www.trekcc.org/2e/cardimages/ST2E-EN03146.jpg	red_card_back	Personnel	"Mavek Science Officer"	"CA"	"ST2E-EN03146"	"U"	"Y"	"3U146"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Stf][TN]"	""	""	""	"Cardassian"	"Biology Geology Navigation Science"	"6"	"6"	"5"	"5"	"5"	"5"	"When you play this personnel, if your non-Cardassian is at this mission, you may download an equipment."	"Y"
ST2E-EN03147	"Nerot"	https://www.trekcc.org/2e/cardimages/ST2E-EN03147.jpg	red_card_back	Personnel	"Nerot"	"CA"	"ST2E-EN03147"	"C"	"N"	"3C147"	"Personnel"	"2"	""	""	""	""	""	"Cardassian"	"[Stf][TN]"	""	"Glinn."	""	"Cardassian"	"Archaeology Exobiology Security Transporters"	"5"	"5"	"5"	"5"	"6"	"6"	"When you play this personnel, for each Punishment event you command, he is cost -1."	"Y"
ST2E-EN03148	"Thorel"	https://www.trekcc.org/2e/cardimages/ST2E-EN03148.jpg	red_card_back	Personnel	"Thorel"	"CA"	"ST2E-EN03148"	"C"	"N"	"3C148"	"Personnel"	"1"	""	""	""	""	""	"Cardassian"	"[Stf][TN]"	""	""	""	"Cardassian"	"Archaeology Geology Science"	"6"	"6"	"5"	"5"	"5"	"5"	""	"Y"
ST2E-EN03149	"Tora Ziyal Beloved Daughter"	https://www.trekcc.org/2e/cardimages/ST2E-EN03149.jpg	red_card_back	Personnel	"Tora Ziyal Beloved Daughter"	"CA"	"ST2E-EN03149"	"R"	"Y"	"3R149"	"Personnel"	"0"	""	""	""	""	""	"Cardassian"	"[TN]"	""	"Dissident."	""	"Bajoran/Cardassian"	"Anthropology Geology Honor"	"6"	"6"	"4"	"4"	"4"	"4"	"When you play this personnel, discard a card from hand. When this personnel is stopped by a dilemma, you may discard a card from hand to draw a card."	"Y"
ST2E-EN03150	"Bashir Founder Nefarious Saboteur"	https://www.trekcc.org/2e/cardimages/ST2E-EN03150.jpg	red_card_back	Personnel	"Bashir Founder Nefarious Saboteur"	"CA"	"ST2E-EN03150"	"R"	"Y"	"3R150"	"Personnel"	"4"	""	""	""	""	""	"Dominion"	"[Stf]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Engineer Exobiology Intelligence Medical Physics 2 Treachery"	"1"	"1"	"7"	"7"	"6"	"6"	"When you play an Infiltration card, if this personnel is present with an opponent's personnel, you may draw a card."	"Y"
ST2E-EN03151	"Borath Psychological Researcher"	https://www.trekcc.org/2e/cardimages/ST2E-EN03151.jpg	red_card_back	Personnel	"Borath Psychological Researcher"	"CA"	"ST2E-EN03151"	"R"	"Y"	"3R151"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Exobiology Intelligence Medical Programming Treachery"	"4"	"4"	"6"	"6"	"4"	"4"	"Order - Examine a random card from an opponent's hand. If it is a personnel, draw a card. You may do this only once each turn."	"Y"
ST2E-EN03152	"Founder Councilor"	https://www.trekcc.org/2e/cardimages/ST2E-EN03152.jpg	red_card_back	Personnel	"Founder Councilor"	"CA"	"ST2E-EN03152"	"C"	"N"	"3C152"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	""	""	"Founder. Shape-shifter."	""	"Changeling"	"Biology Diplomacy Science"	"4"	"4"	"5"	"5"	"6"	"6"	"Order - Replace this personnel with a Founder from hand, then place this personnel in her owner's discard pile."	"Y"
ST2E-EN03153	"Founder Leader Beguiling Teacher"	https://www.trekcc.org/2e/cardimages/ST2E-EN03153.jpg	red_card_back	Personnel	"Founder Leader Beguiling Teacher"	"CA"	"ST2E-EN03153"	"U"	"Y"	"3U153"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[TN]"	""	"Founder. Shape-shifter."	""	"Changeling"	"Anthropology Exobiology 2 Leadership Science Treachery"	"3"	"3"	"7"	"7"	"5"	"5"	"When you play this personnel, each of your other [TN] personnel is Cunning +1 until the end of this turn."	"Y"
ST2E-EN03154	"Founder Leader Forbidding Judge"	https://www.trekcc.org/2e/cardimages/ST2E-EN03154.jpg	red_card_back	Personnel	"Founder Leader Forbidding Judge"	"CA"	"ST2E-EN03154"	"S"	"Y"	"3S154"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	""	""	"Founder. Shape-shifter."	""	"Changeling"	"Biology Diplomacy Law Leadership Medical"	"4"	"4"	"7"	"7"	"5"	"5"	"When you play this personnel, you may download a Changeling."	"Y"
ST2E-EN03155ab	"Ikat'ika Honorable Warrior"	https://www.trekcc.org/2e/cardimages/ST2E-EN03155ab.jpg	red_card_back	Personnel	"Ikat'ika Honorable Warrior"	"CA"	"ST2E-EN03155ab"	"R"	"Y"	"3R155"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Jem'Hadar"	"Anthropology Biology Honor Leadership Officer"	"8"	"8"	"5"	"5"	"9"	"9"	"While this personnel is attempting a mission, you may make him attributes +2 until the end of this mission attempt. If you do this, he is killed at the end of this turn. You may do this only once each turn."	"Y"
ST2E-EN03156	"Imat'Korex"	https://www.trekcc.org/2e/cardimages/ST2E-EN03156.jpg	red_card_back	Personnel	"Imat'Korex"	"CA"	"ST2E-EN03156"	"C"	"N"	"3C156"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Stf][TN]"	""	""	""	"Jem'Hadar"	"Biology Honor Programming Security"	"6"	"6"	"5"	"5"	"8"	"8"	""	"Y"
ST2E-EN03157	"Keevan Conniving Liar"	https://www.trekcc.org/2e/cardimages/ST2E-EN03157.jpg	red_card_back	Personnel	"Keevan Conniving Liar"	"CA"	"ST2E-EN03157"	"U"	"Y"	"3U157"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Anthropology Diplomacy Exobiology Geology 2 Treachery"	"2"	"2"	"6"	"6"	"3"	"3"	"When you play a Jem'Hadar at this mission, you may choose to have each player draw a card."	"Y"
ST2E-EN03158	"Kilana Dissembling Envoy"	https://www.trekcc.org/2e/cardimages/ST2E-EN03158.jpg	red_card_back	Personnel	"Kilana Dissembling Envoy"	"CA"	"ST2E-EN03158"	"S"	"Y"	"3S158"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Archaeology Diplomacy Medical Transporters Treachery"	"4"	"4"	"5"	"5"	"3"	"3"	"Order - Examine a number of cards from the top of your deck equal to the number of your Changelings present. Replace those cards in any order. You may do this only once each turn."	"Y"
ST2E-EN03159	"Kira Founder Examiner"	https://www.trekcc.org/2e/cardimages/ST2E-EN03159.jpg	red_card_back	Personnel	"Kira Founder Examiner"	"CA"	"ST2E-EN03159"	"R"	"Y"	"3R159"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Anthropology Geology Navigation Officer Programming Treachery"	"3"	"3"	"6"	"6"	"6"	"6"	"Order - If this personnel is present with an opponent's personnel, discard a card from hand to take an Infiltration event from your discard pile into hand."	"Y"
ST2E-EN03160	"Limara'Son Fierce Soldier"	https://www.trekcc.org/2e/cardimages/ST2E-EN03160.jpg	red_card_back	Personnel	"Limara'Son Fierce Soldier"	"CA"	"ST2E-EN03160"	"U"	"Y"	"3U160"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Stf]"	""	""	""	"Jem'Hadar"	"Astrometrics Navigation Security Transporters"	"6"	"6"	"5"	"5"	"8"	"8"	"Order - Begin combat involving this personnel. If you win, randomly kill an opponent's personnel involved. Place this personnel in his owner's discard pile after combat."	"Y"
ST2E-EN03161	"Lovok Founder Puppet Master"	https://www.trekcc.org/2e/cardimages/ST2E-EN03161.jpg	red_card_back	Personnel	"Lovok Founder Puppet Master"	"CA"	"ST2E-EN03161"	"U"	"Y"	"3U161"	"Personnel"	"4"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Astrometrics Intelligence Officer Science Transporters 2 Treachery"	"2"	"2"	"7"	"7"	"7"	"7"	"When you play an Infiltration card, if this personnel is present with an opponent's personnel, that opponent discards a random card from hand."	"Y"
ST2E-EN03162	"Martok Founder Poison of the Empire"	https://www.trekcc.org/2e/cardimages/ST2E-EN03162.jpg	red_card_back	Personnel	"Martok Founder Poison of the Empire"	"CA"	"ST2E-EN03162"	"S"	"Y"	"3S162"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	"Founder. Infiltrator. Shape-shifter."	""	"Changeling"	"Diplomacy Intelligence Leadership Officer 2 Treachery"	"2"	"2"	"6"	"6"	"8"	"8"	"When you play an Assault or Maneuver card, you may discard a card from hand to download an Infiltration card."	"Y"
ST2E-EN03163	"Noret'ikar"	https://www.trekcc.org/2e/cardimages/ST2E-EN03163.jpg	red_card_back	Personnel	"Noret'ikar"	"CA"	"ST2E-EN03163"	"S"	"N"	"3S163"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Stf][TN]"	""	""	""	"Jem'Hadar"	"Geology Leadership Officer Transporters"	"6"	"6"	"5"	"5"	"8"	"8"	""	"Y"
ST2E-EN03164	"Odera'Klen"	https://www.trekcc.org/2e/cardimages/ST2E-EN03164.jpg	red_card_back	Personnel	"Odera'Klen"	"CA"	"ST2E-EN03164"	"C"	"N"	"3C164"	"Personnel"	"1"	""	""	""	""	""	"Dominion"	"[Stf][TN]"	""	""	""	"Jem'Hadar"	"Anthropology Security"	"5"	"5"	"5"	"5"	"8"	"8"	""	"Y"
ST2E-EN03165	"Rak'tazan"	https://www.trekcc.org/2e/cardimages/ST2E-EN03165.jpg	red_card_back	Personnel	"Rak'tazan"	"CA"	"ST2E-EN03165"	"C"	"N"	"3C165"	"Personnel"	"1"	""	""	""	""	""	"Dominion"	"[Stf][TN]"	""	""	""	"Jem'Hadar"	"Astrometrics Officer"	"6"	"6"	"5"	"5"	"8"	"8"	""	"Y"
ST2E-EN03166	"Remata'Klan Unit Leader"	https://www.trekcc.org/2e/cardimages/ST2E-EN03166.jpg	red_card_back	Personnel	"Remata'Klan Unit Leader"	"CA"	"ST2E-EN03166"	"R"	"Y"	"3R166"	"Personnel"	"4"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Jem'Hadar"	"Exobiology Honor Leadership Officer Security"	"7"	"7"	"6"	"6"	"8"	"8"	"When this personnel is an eligible target for a random selection, you may exclude another [Dom] personnel present from that selection."	"Y"
ST2E-EN03167	"Tholun"	https://www.trekcc.org/2e/cardimages/ST2E-EN03167.jpg	red_card_back	Personnel	"Tholun"	"CA"	"ST2E-EN03167"	"C"	"N"	"3C167"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Archaeology Law Medical Programming Treachery"	"4"	"4"	"5"	"5"	"4"	"4"	""	"Y"
ST2E-EN03168	"Tozara'Kesh"	https://www.trekcc.org/2e/cardimages/ST2E-EN03168.jpg	red_card_back	Personnel	"Tozara'Kesh"	"CA"	"ST2E-EN03168"	"C"	"N"	"3C168"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Stf][TN]"	""	""	""	"Jem'Hadar"	"Engineer Exobiology Navigation Officer"	"6"	"6"	"5"	"5"	"8"	"8"	""	"Y"
ST2E-EN03169	"Varen'agor"	https://www.trekcc.org/2e/cardimages/ST2E-EN03169.jpg	red_card_back	Personnel	"Varen'agor"	"CA"	"ST2E-EN03169"	"C"	"N"	"3C169"	"Personnel"	"2"	""	""	""	""	""	"Dominion"	"[Stf]"	""	""	""	"Jem'Hadar"	"Biology Navigation Officer Physics"	"6"	"6"	"5"	"5"	"8"	"8"	""	"Y"
ST2E-EN03170	"Weyoun Instrument of the Founders"	https://www.trekcc.org/2e/cardimages/ST2E-EN03170.jpg	red_card_back	Personnel	"Weyoun Instrument of the Founders"	"CA"	"ST2E-EN03170"	"U"	"Y"	"3U170"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd]"	""	""	""	"Vorta"	"Diplomacy Exobiology Intelligence Leadership 2 Treachery"	"2"	"2"	"6"	"6"	"4"	"4"	"While this personnel is present with a Founder, he is attributes +2 and gains Security."	"Y"
ST2E-EN03171	"Weyoun Loyal Subject of the Dominion"	https://www.trekcc.org/2e/cardimages/ST2E-EN03171.jpg	red_card_back	Personnel	"Weyoun Loyal Subject of the Dominion"	"CA"	"ST2E-EN03171"	"R"	"Y"	"3R171"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Cmd][TN]"	""	""	""	"Vorta"	"Anthropology Diplomacy Law Leadership Security Treachery"	"3"	"3"	"6"	"6"	"4"	"4"	"When this personnel uses a skill to complete a mission, you may draw a card."	"Y"
ST2E-EN03172	"Yak'Talon Deadly Patroller"	https://www.trekcc.org/2e/cardimages/ST2E-EN03172.jpg	red_card_back	Personnel	"Yak'Talon Deadly Patroller"	"CA"	"ST2E-EN03172"	"U"	"Y"	"3U172"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Stf]"	""	""	""	"Jem'Hadar"	"Astrometrics Engineer Physics Security"	"6"	"6"	"5"	"5"	"8"	"8"	"When an opponent begins a mission attempt, if this personnel is at that mission, you may kill this personnel to make each personnel attempting the mission attributes -1 until the end of that mission attempt."	"Y"
